advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-05-27,2,564.0,650,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 62 ,97,Sylvia Corso,Circlet,Mr.,Paul,Holmes,m,9069-1094,molinanicholas@example.org
2022-06-08,2,568.0,700,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,7/,7,Kathy Access,Quad,Mr.,David,Huang,m,02 9046 7968,callen@example.net
2022-05-15,2,564.0,700,Ground out of 3,Canberra,Unfurnished,Bachelors,1,Contact Owner,Apt. 392 ,97,Amanda Driveway,Lane,Mr.,Austin,Orr,m,+61-3-6036-1779,joshua09@example.net
2022-05-13,2,574.0,900,1 out of 4,Canberra,Unfurnished,Bachelors,2,Contact Owner,Unit 92 ,759,Mary Footway,Highroad,,Baiju,Kanda,u,+61.431.109.393,ybradshaw@example.net
2022-05-25,1,563.0,700,1 out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,426/,08,Brown Ring,Reach,Mr.,Chirag,Desai,m,13340516,cory98@example.com
2022-05-06,1,560.0,120,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 218 ,4,Harold Colonnade,Place,,Brittany,Nelson,u,+61.2.4755.2221,hkennedy@example.com
2022-06-01,2,567.0,800,1 out of 2,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 34 ,485,Victor Expressway,Glen,Dr.,Vardaniya,Das,f,+61826195241,derek68@example.com
2022-06-07,3,606.0,1220,2 out of 3,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 05 ,620,Lee Alley,Drive,Mrs.,Tammy,Thompson,f,08.0846.3650,lindsay57@example.net
2022-06-23,3,576.0,1100,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,74/,98,Kevin Parkway,Stairs,Dr.,Sandra,Davis,f,08-5187-3186,brianna92@example.org
2022-06-12,3,565.0,700,Ground out of 3,Canberra,Unfurnished,Family,2,Contact Owner,Unit 72 ,3,David Common,Ronde,,Christian,Allen,u,3353-7380,alanmontgomery@example.com
2022-05-10,2,571.0,800,Ground out of 3,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Apt. 854 ,977,David Top,Round,Mr.,Stephen,Robinson,m,9213-9462,thomasmichael@example.org
2022-04-30,4,606.0,1300,1 out of 2,Canberra,Unfurnished,Bachelors/Family,3,Contact Owner,Apt. 309 ,3,Clark Parklands,Rue,,Deborah,Morris,u,02-7286-7462,nicholas77@example.org
2022-05-06,1,562.0,190,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 17 ,55,Sanchez Brace,Parade,Mr.,James,White,m,+61.7.3971.0784,shawn63@example.net
2022-05-24,2,567.0,700,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 991 ,151,Martinez Elbow,Quadrangle,Mrs.,Rebecca,Manning,f,+61.414.059.583,sjohnson@example.org
2022-06-17,1,564.0,240,Ground out of 4,Canberra,Unfurnished,Bachelors,1,Contact Owner,146/,00,Leach Street,Lookout,Mr.,Edward,Mckinney,m,8765.5422,leahsantos@example.com
2022-05-19,2,578.0,850,2 out of 4,Canberra,Semi-Furnished,Family,1,Contact Owner,278/,703,Stephen Mew,Rue,Dr.,Kara,Farmer,f,(02)-1793-4723,nicholasbyrd@example.com
2022-05-26,1,567.0,950,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 89 ,9,King Plateau,Mount,,Jeffrey,Melendez,u,0459-390-745,sherry25@example.com
2022-06-11,1,562.0,450,1 out of 2,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Apt. 052 ,820,Hughes Slope,Villas,Mrs.,Jenny,Kerr,f,+61-462-332-089,chanjustin@example.com
2022-06-08,2,565.0,800,Ground out of 2,Canberra,Unfurnished,Bachelors,1,Contact Owner,9/,230,Joshua Basin,Upper,Mr.,Trevor,Garcia,m,0801610229,robertsjessica@example.org
2022-05-30,3,569.0,800,2 out of 2,Canberra,Unfurnished,Bachelors,2,Contact Owner,Apt. 318 ,40,Gallegos State Highway,Right Of Way,,James,Parker,u,07 0451 2840,amanda25@example.com
2022-06-16,2,574.0,800,Ground out of 2,Canberra,Furnished,Bachelors/Family,1,Contact Owner,98/,02,Andrade Esplanade,Siding,,Alana,McDonald,u,6848 2977,cisnerosmichelle@example.com
2022-05-13,1,619.0,2200,2 out of 5,Canberra,Furnished,Bachelors/Family,3,Contact Owner,227/,835,Powell Esplanade,Beach,,Virginia,Watkins,u,02.5058.6196,burgesscolin@example.net
2022-06-08,2,571.0,950,1 out of 1,Canberra,Unfurnished,Bachelors,2,Contact Owner,Unit 55 ,6,Carol Mews,Broadway,Dr.,Alicia,Gomez,f,4584.7080,broth@example.org
2022-04-25,2,569.0,550,2 out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Level 5 ,2,Quinn Colonnade,Point,Mr.,Charles,Patterson,m,(07).9009.2524,michael64@example.org
2022-06-04,2,571.0,1800,1 out of 1,Canberra,Unfurnished,Bachelors,2,Contact Owner,372/,94,Moore Approach,Brow,,Adrienne,Weeks,u,+61391862837,hillbeth@example.net
2022-05-11,2,565.0,1000,Ground out of 2,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Flat 87 ,9,Bowen Cul-de-sac,Circlet,Mr.,Todd,Gonzalez,m,0441-354-125,oclayton@example.net
2022-05-27,2,578.0,600,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 9 ,3,Thompson Broadway,Slope,Mr.,Jiya,Atwal,m,+61 463 826 742,oliviagraham@example.com
2022-04-24,2,565.0,750,2 out of 4,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,606/,1,Lisa Loop,Dell,Dr.,Charlene,Poole,f,+61 7 9851 7460,tjohnson@example.org
2022-05-10,2,564.0,685,2 out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Agent,19/,7,Green Crossing,Route,,Anthony,Chaney,u,02 8610 1180,john11@example.net
2022-05-24,1,564.0,44,Ground out of 1,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Level 3 ,695,Jeffery Route,Brae,,Timothy,Pena,u,2255.4876,theresa51@example.net
2022-06-10,4,572.0,1200,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 102 ,31,Shelia Glen,Range,,Kayla,Acosta,u,+61.8.0418.2377,wjohnson@example.com
2022-05-05,2,567.0,500,Ground out of 2,Canberra,Unfurnished,Bachelors,1,Contact Owner,015/,22,Summer Park,Promenade,Mr.,Dennis,Morrow,m,5987-6235,zmyers@example.org
2022-04-29,4,568.0,1110,2 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,271/,4,Deborah Gate,Part,Mrs.,Diana,Escobar,f,+61 2 1902 6613,samantha68@example.com
2022-05-05,2,571.0,1000,1 out of 3,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,3/,69,Poole Walk,Plateau,Miss,Savannah,Smith,f,8083-6982,jeffreysilva@example.net
2022-06-26,2,562.0,392,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,937/,4,Matthew Beach,Edge,,Kelly,White,u,0426.672.725,jle@example.org
2022-05-09,2,563.0,700,1 out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,112/,02,Henry Copse,Colonnade,Dr.,John,Evans,m,+61 458 502 442,mjordan@example.com
2022-05-19,1,562.0,750,2 out of 4,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,17/,73,Wilson Turn,Crossing,Dr.,Carla,Owens,f,+61 2 5646 0113,vbrown@example.net
2022-06-07,3,574.0,1500,1 out of 2,Canberra,Unfurnished,Family,2,Contact Owner,Unit 84 ,56,Wilson Parade,Formation,,Eva,Hegde,u,08-2272-2445,darleneking@example.net
2022-04-29,2,567.0,900,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Level 7 ,003,Scott Dell,Outlook,Dr.,Justin,Kemp,m,0828594233,ogutierrez@example.org
2022-05-26,1,562.0,400,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 24 ,1,Eric Landing,Gates,Ms.,Gwendolyn,Ramos,f,+61794897686,justin21@example.com
2022-06-24,1,568.0,700,1 out of 2,Canberra,Unfurnished,Bachelors,1,Contact Owner,Apt. 050 ,70,Kevin Meander,Estate,,Barbara,Rhodes,u,(07)47572610,shellysantiago@example.net
2022-06-12,1,561.0,250,1 out of 2,Canberra,Furnished,Bachelors/Family,1,Contact Owner,726/,779,Gloria Fairway,Break,,Caitlin,Braun,u,07 6217 8848,stephaniewilliams@example.org
2022-05-14,1,562.0,500,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,6/,6,Nicolas Spur,Crossing,,Tayla,Searle,u,+61 401 018 046,garyharrell@example.com
2022-05-20,2,562.0,450,2 out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,38/,5,Andrew Point,Street,,Jessica,Martin,u,9227.5744,gonzalesryan@example.org
2022-05-14,1,562.0,500,1 out of 1,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 796 ,950,Wilson Ring,Reach,Dr.,Kristen,Middleton,f,(02).3384.1341,jcamacho@example.com
2022-06-17,2,563.0,700,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Level 0 ,2,Mason State Highway,Freeway,Mrs.,Krystal,Shaw,f,0471.479.699,bridget90@example.com
2022-06-04,3,578.0,1200,1 out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 691 ,3,Marshall Loop,Way,Mrs.,Nancy,Brown,f,11981660,hmoore@example.org
2022-06-21,2,565.0,450,1 out of 2,Canberra,Unfurnished,Bachelors,1,Contact Owner,Flat 37 ,05,George Gate,Wade,Dr.,Edwin,Ford,m,3008 3114,sheila98@example.net
2022-06-23,1,572.0,500,2 out of 2,Canberra,Furnished,Bachelors,1,Contact Agent,37/,082,Hoffman Ridgeway,Mew,Mr.,Sana,Rana,m,+61.495.781.659,youngadam@example.net
2022-04-24,3,571.0,1000,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 215 ,0,Peterson Access,Lower,Mrs.,Pamela,Bowman,f,+61298886635,karen32@example.org
2022-06-04,2,569.0,750,Ground out of 1,Canberra,Unfurnished,Bachelors,1,Contact Owner,4/,17,Kenneth Steps,Retreat,Dr.,David,Fields,m,(07) 0112 6767,andrewponce@example.com
2022-06-24,1,563.0,450,Ground out of 2,Canberra,Unfurnished,Family,1,Contact Owner,Flat 25 ,513,Smith Strip,Byway,Miss,Vardaniya,Sandal,f,+61.413.646.157,millerbrittany@example.com
2022-06-19,3,581.0,1000,1 out of 2,Canberra,Unfurnished,Bachelors,2,Contact Agent,Unit 15 ,68,John Freeway,Parade,Mr.,John,Fields,m,0449.669.757,donaldblackburn@example.com
2022-06-19,4,594.0,1600,Ground out of 1,Canberra,Unfurnished,Bachelors,2,Contact Agent,Unit 11 ,694,Christopher Riviera,Drive,Dr.,Glenn,Arnold,m,(02)85558564,vzavala@example.org
2022-06-21,1,564.0,550,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 95 ,0,Amy Pocket,Mount,Mr.,Bradley,Espinoza,m,(08) 3277 5566,kenneth83@example.org
2022-06-04,1,559.0,200,2 out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 012 ,61,Johnson Parklands,Quays,,Karen,Moore,u,0705310133,joshuacombs@example.com
2022-06-22,2,587.0,1000,1 out of 1,Canberra,Furnished,Bachelors/Family,2,Contact Owner,073/,205,Cole Circlet,View,Ms.,Jessica,Fry,f,+61 472 896 906,jocelyn98@example.org
2022-05-27,2,571.0,680,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,61/,95,Amy Lower,Heights,Mrs.,Amy,Allen,f,4207-0141,riverafelicia@example.org
2022-06-17,2,566.0,720,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 007 ,9,Brenda Interchange,Bridge,Mrs.,Molly,Adams,f,+61-2-5552-8243,hcarter@example.com
2022-06-20,2,560.0,500,4 out of 5,Canberra,Unfurnished,Bachelors,1,Contact Owner,8/,54,Rebecca Heights,View,Dr.,Lisa,Duncan,f,0415.125.034,christopher40@example.com
2022-05-19,1,559.0,160,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 799 ,5,Keith Byway,Block,,Brian,Miller,u,+61.404.857.553,paynelisa@example.org
2022-06-19,2,573.0,1200,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Agent,Apt. 876 ,25,Camacho Centreway,Viaduct,,Mark,Chan,u,9009.4541,andrewyoung@example.org
2022-06-17,1,578.0,700,Ground out of 4,Canberra,Furnished,Bachelors/Family,1,Contact Owner,415/,06,Samuel Gap,Cul-de-sac,,Kevin,Haynes,u,7515-8179,kimberly13@example.org
2022-06-13,1,560.0,1000,Ground out of 1,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,339/,296,Amanda Glen,Bend,,Ricardo,Ortiz,u,0432-938-554,hpark@example.com
2022-06-16,2,576.0,1250,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,2,Contact Agent,219/,28,Cook Driveway,Amble,,Yesenia,Hamilton,u,(07)58371232,rhodesgeorge@example.net
2022-05-06,4,600.0,1600,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,3,Contact Owner,Apt. 649 ,1,Jennings Ring,Highroad,Ms.,Sharon,Hooper,f,0405 967 445,walshjeremy@example.com
2022-06-04,2,582.0,700,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,7/,6,Smith Strand,Circus,,Stacy,Peck,u,6948.8346,galvarez@example.com
2022-06-16,1,561.0,450,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Level 5 ,09,Kemp Basin,Ronde,Mr.,Andrew,Bass,m,+61 3 7311 5054,carlasmith@example.org
2022-06-04,2,574.0,839,1 out of 3,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 11 ,99,Watson Rise,Upper,Mrs.,Kristy,Martin,f,7395 5486,kimberly78@example.net
2022-05-06,1,562.0,1800,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,66/,15,Russell Terrace,Promenade,,Daniel,Anderson,u,(02).3897.4853,rachelweaver@example.net
2022-05-10,2,566.0,800,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 83 ,6,Jeffrey Extension,Gap,Dr.,Michelle,Buchanan,f,0086.8356,nancy03@example.org
2022-05-27,1,562.0,500,Ground out of 1,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 95 ,466,Miller Tollway,Common,Dr.,Darius,Hardy,m,0418-239-667,alexander13@example.org
2022-05-22,2,566.0,620,Ground out of 1,Canberra,Unfurnished,Bachelors,1,Contact Owner,Unit 47 ,0,Olsen Glen,Byway,Dr.,Alexandria,Thomas,f,7624-7536,ujohnston@example.net
2022-04-24,2,567.0,650,2 out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Level 5 ,117,Johnson Junction,Vale,Mrs.,Donna,Lopez,f,+61 2 1978 3377,michaelsexton@example.net
2022-05-23,1,565.0,550,1 out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Agent,Flat 51 ,019,Miller Gap,Spur,Ms.,Cynthia,Rhodes,f,+61.7.4773.7915,vanderson@example.com
2022-04-23,2,564.0,450,1 out of 3,Canberra,Furnished,Bachelors,2,Contact Owner,Unit 62 ,885,Anthony Fire Track,Corner,,Donna,Shepard,u,0455 266 693,allisonward@example.net
2022-04-24,3,574.0,1350,1 out of 2,Canberra,Unfurnished,Family,2,Contact Owner,Level 7 ,62,Harris Quadrant,Ride,Mrs.,Alicia,Martin,f,+61.7.7687.8494,vbarron@example.com
2022-05-06,2,564.0,600,2 out of 2,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,52/,200,Kenneth Grange,Retreat,Dr.,Jeremy,Dunn,m,07.6235.3246,tward@example.net
2022-05-31,3,568.0,1200,2 out of 4,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Unit 01 ,599,Peterson End,Gardens,Mrs.,Brandi,Howard,f,+61 426 842 389,asantiago@example.net
2022-06-25,2,564.0,700,1 out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Agent,4/,770,Luna Port,Circuit,Mrs.,Debra,Miller,f,0402.322.520,xclements@example.org
2022-06-19,2,563.0,600,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Apt. 223 ,7,Stevens Ridgeway,Causeway,Mr.,James,Hood,m,0805761472,hwilson@example.org
2022-06-19,2,571.0,900,1 out of 3,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 92 ,21,Reilly Villas,Circuit,,Joanne,Hale,u,0409 182 130,meganjohnson@example.net
2022-05-31,2,563.0,750,Ground out of 1,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 65 ,10,Rodriguez Wynd,Dale,,Denise,Harris,u,2715-8180,choiryan@example.org
2022-05-31,3,571.0,1000,2 out of 2,Canberra,Semi-Furnished,Bachelors/Family,3,Contact Owner,Unit 72 ,2,Anderson Place,Circus,Dr.,Mary,Oconnor,f,+61726331390,cbowen@example.org
2022-06-03,2,565.0,600,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,7/,8,Gardner Retreat,Route,,Annette,Werner,u,8189-4292,timothy93@example.com
2022-06-24,2,562.0,450,2 out of 3,Canberra,Unfurnished,Bachelors,1,Contact Owner,Suite 914 ,07,Lauren Viaduct,Siding,Dr.,Michael,Peterson,m,+61-446-820-259,anthonymorales@example.com
2022-06-11,3,566.0,800,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 932 ,61,Myers Crossway,Chase,Mrs.,Sandra,Jones,f,+61-2-3993-2535,johnsonjennifer@example.net
2022-06-19,3,583.0,1000,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 326 ,0,Deborah Freeway,Alleyway,Mr.,Derek,Morris,m,(08)-3984-2292,davidnguyen@example.com
2022-06-19,2,564.0,1000,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 051 ,085,Henry Front,Broadway,,Nicolas,Casey,u,+61 491 132 370,harmondanielle@example.org
2022-06-25,3,587.0,1400,5 out of 5,Canberra,Furnished,Bachelors,3,Contact Agent,Apt. 310 ,3,Petersen Mews,Square,Dr.,Mnumzane,Lungile,f,9858.9010,vsmith@example.com
2022-06-11,2,564.0,600,1 out of 4,Canberra,Semi-Furnished,Bachelors,1,Contact Owner,Unit 66 ,2,Lopez Crossroad,View,Dr.,Anna,Myers,f,+61-417-957-559,mark61@example.net
2022-06-13,2,574.0,723,Ground out of 3,Canberra,Furnished,Family,1,Contact Owner,35/,13,Mary Gates,Loop,Mr.,John,Mcdaniel,m,+61838839973,hornediana@example.org
2022-06-19,1,563.0,320,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 79 ,3,Larsen Garden,Pathway,,Laura,Carter,u,+61.405.659.342,perezian@example.com
2022-06-17,2,565.0,900,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 3 ,4,Bishop Range,Retreat,Dr.,Mark,Robinson,m,+61-486-143-946,trevinobenjamin@example.org
2022-05-27,3,606.0,1400,Ground out of 2,Canberra,Furnished,Bachelors/Family,2,Contact Agent,Level 2 ,4,David Pathway,Arcade,Dr.,Grace,Pollard,f,+61-483-673-921,ylane@example.com
2022-06-24,1,563.0,2160,1 out of 2,Canberra,Semi-Furnished,Bachelors,1,Contact Owner,Suite 543 ,4,Glover Bridge,Trail,Dr.,Julie,Sutton,m,0484.251.748,smithcourtney@example.com
2022-06-22,2,574.0,650,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,891/,08,Amy Anchorage,Arcade,,Carmen,Johnson,u,90196660,kthompson@example.net
2022-06-16,2,564.0,800,1 out of 1,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,273/,86,Thomas Quadrant,Road,,Lisa,White,u,+61-8-9578-5239,brianweiss@example.net
2022-06-08,3,565.0,800,2 out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,58/,5,Gilmore Driveway,Reserve,Dr.,Trevor,Mcdaniel,m,+61.7.2896.2851,brichard@example.org
2022-05-05,1,562.0,500,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 87 ,483,Gonzalez Route,Junction,Mrs.,Darlene,Turner,f,+61-2-0628-2897,kennethbrown@example.com
2022-04-27,1,563.0,130,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 07 ,4,Chambers Mall,Pathway,Mrs.,Ann,Stevens,f,0449.606.135,watkinssandra@example.org
2022-05-14,1,574.0,505,Ground out of 3,Canberra,Furnished,Bachelors/Family,1,Contact Owner,Suite 880 ,0,Anderson Circus,Way,Miss,Vanessa,Hoffman,f,+61.3.9886.0979,ckim@example.org
2022-05-22,3,594.0,1250,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 89 ,20,Novak Freeway,Park,,Susan,Wheeler,u,08.9081.9728,ericadavis@example.net
2022-06-15,1,562.0,700,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 78 ,26,Cox Path,Junction,Mrs.,Ashley,Garner,f,9455 2126,melissahancock@example.com
2022-06-12,2,574.0,900,Ground out of 1,Canberra,Unfurnished,Bachelors,1,Contact Owner,2/,3,Robert Roadside,Subway,Ms.,Michelle,Thompson,f,(03) 0590 8931,wwhite@example.net
2022-06-26,1,564.0,650,1 out of 1,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 39 ,716,Rodriguez Anchorage,Outlook,,Heather,Wells,u,+61 485 741 658,zweiss@example.com
2022-05-07,2,564.0,450,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,4/,29,Mckenzie Tor,Heights,,Maxime,Pilon,u,0842867690,mark13@example.org
2022-06-25,1,564.0,350,1 out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Apt. 401 ,0,Andrew Anchorage,Port,Mr.,Michael,Mooney,m,(02).9582.8518,mwilliams@example.org
2022-06-12,1,578.0,480,1 out of 2,Canberra,Furnished,Bachelors,2,Contact Owner,Level 5 ,5,Tara Wynd,Port,,Kimberly,Obrien,u,+61.3.1277.3856,josephcunningham@example.net
2022-06-18,2,568.0,900,Ground out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 027 ,736,Williams Ramble,Firetrail,,Alicia,Hull,u,(02) 2946 9679,ujohnson@example.org
2022-05-24,1,557.0,200,Ground out of 2,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,35/,12,Martinez Piazza,Circus,Dr.,Mark,Simmons,m,6141-8590,emccoy@example.net
2022-06-06,3,587.0,1100,2 out of 3,Canberra,Unfurnished,Bachelors/Family,3,Contact Owner,Apt. 826 ,46,William Dell,Court,Dr.,Daniel,Jones,m,(02)97739838,riverasteven@example.net
2022-04-28,2,571.0,800,1 out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,33/,47,Brooks Avenue,Ride,,Eric,Haas,u,(03) 5356 7525,cindy69@example.com
2022-06-05,3,565.0,1000,Ground out of 2,Canberra,Furnished,Bachelors/Family,2,Contact Owner,10/,949,Amber Distributor,Mall,Mr.,Shawn,Harper,m,+61.7.9693.8210,pachecorobert@example.net
2022-06-11,1,564.0,800,1 out of 2,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 58 ,948,Rodriguez Mount,Ride,Dr.,Cody,Williams,m,1810.8198,tclark@example.com
2022-06-26,3,568.0,1190,1 out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 64 ,7,Joshua Glade,Dell,,Mark,Robinson,u,+61-401-226-041,zreynolds@example.org
2022-05-17,2,573.0,900,Ground out of 2,Canberra,Unfurnished,Bachelors,2,Contact Agent,Unit 83 ,385,Moore Cove,Pass,Dr.,Lindsay,Newman,f,8108.3245,byoung@example.org
2022-05-28,2,574.0,1500,Ground out of 2,Canberra,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 58 ,574,Patricia Wade,Chase,Dr.,Philip,Fry,m,+61-3-4210-1117,nguyenmatthew@example.com
2022-05-15,2,564.0,600,2 out of 3,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 84 ,2,Brent Upper,Turn,,Joshua,Macias,u,0429.474.917,michael75@example.net
2022-05-14,3,568.0,800,Ground out of 4,Canberra,Unfurnished,Bachelors/Family,1,Contact Owner,54/,9,Joel Gap,Amble,,Jayesh,Bajaj,u,07.2403.2867,paul11@example.com
2022-05-09,2,569.0,800,1 out of 2,Canberra,Unfurnished,Family,2,Contact Owner,393/,3,Stephen Expressway,Cutting,Ms.,Jessica,Young,f,(07)-9346-9468,anthonyjackson@example.com
2022-06-11,3,568.0,900,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 63 ,64,Timothy Promenade,Viaduct,,Todd,Baird,u,0483 582 361,lisaholmes@example.com
2022-04-24,1,562.0,350,Ground out of 3,Canberra,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 23 ,031,Nicole Grange,Port,Mrs.,Mary,White,f,0415-302-221,phillipdiaz@example.com
2022-06-23,2,581.0,1600,Ground out of 3,Canberra,Unfurnished,Bachelors,2,Contact Owner,Unit 60 ,7,Justin Intersection,Strip,,Jessica,Walton,u,0450-617-664,zbruce@example.org
2022-05-12,3,600.0,1012,2 out of 3,Canberra,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 59 ,975,Ashley Block,Corso,Dr.,Ashley,Webb,f,03-6971-7109,cdixon@example.com
